"","sveitarfelag","verd","staerd"
"38415","Reykjavíkurborg",90000,23
"38416","Reykjavíkurborg",250000,89.1
"38417","Reykjavíkurborg",270000,101
"38418","Reykjavíkurborg",232000,98.1
"38419","Reykjavíkurborg",160000,67.6
"38420","Kópavogsbær",252000,97.8
"38421","Reykjavíkurborg",180000,70
"38422","Reykjavíkurborg",215000,70
"38423","Reykjavíkurborg",185000,67.8
"38424","Reykjavíkurborg",175000,53.5
"38425","Reykjavíkurborg",284000,104.2
"38426","Reykjavíkurborg",2e+05,76.9
"38427","Reykjavíkurborg",90000,93.9
"38428","Reykjavíkurborg",2e+05,106.6
"38429","Reykjavíkurborg",230000,102
"38430","Reykjavíkurborg",180000,53.3
"38431","Reykjavíkurborg",180000,80.8
"38432","Hafnarfjarðarkaupstaður",190000,92.6
"38433","Reykjavíkurborg",170000,24
"38434","Reykjavíkurborg",230000,97.8
"38435","Mosfellsbær",160000,121.2
"38436","Reykjavíkurborg",250000,84
"38437","Kópavogsbær",90000,62
"38438","Reykjavíkurborg",140000,35
"38439","Reykjavíkurborg",240000,65
"38440","Mosfellsbær",198587,99.3
"38441","Reykjavíkurborg",220000,77.5
"38442","Reykjavíkurborg",180000,65
"38443","Reykjavíkurborg",120000,27.6
"38444","Reykjavíkurborg",150000,54
"38445","Reykjavíkurborg",184000,58
"38446","Reykjavíkurborg",140000,78
"38447","Reykjavíkurborg",165000,40
"38448","Kópavogsbær",205000,82
"38449","Kópavogsbær",180000,60
"38450","Hafnarfjarðarkaupstaður",2e+05,80
"38451","Garðabær",250000,116.2
"38452","Reykjavíkurborg",290000,83.6
"38453","Hafnarfjarðarkaupstaður",130000,44.3
"38454","Reykjavíkurborg",190000,50
"38455","Reykjavíkurborg",140000,38.2
"38456","Kópavogsbær",250000,98.5
"38457","Reykjavíkurborg",170000,94.5
"38458","Reykjavíkurborg",172000,99
"38459","Hafnarfjarðarkaupstaður",165000,70.6
"38460","Reykjavíkurborg",195493,79.9
"38461","Reykjavíkurborg",230000,75
"38462","Reykjavíkurborg",140000,40
"38463","Hafnarfjarðarkaupstaður",180000,90
"38464","Reykjavíkurborg",260000,70.2
"38465","Reykjavíkurborg",220000,58.8
"38466","Reykjavíkurborg",105000,30
"38467","Hafnarfjarðarkaupstaður",2e+05,91.4
"38468","Reykjavíkurborg",2e+05,50
"38469","Reykjavíkurborg",193000,90.4
"38470","Hafnarfjarðarkaupstaður",222610,93.8
"38471","Reykjavíkurborg",3e+05,102.4
"38472","Reykjavíkurborg",160000,64
"38473","Reykjavíkurborg",250000,90
"38474","Kópavogsbær",150000,50
"38475","Mosfellsbær",158000,84.7
"38476","Reykjavíkurborg",219500,74
"38477","Hafnarfjarðarkaupstaður",2e+05,85
"38478","Reykjavíkurborg",240000,102.3
"38479","Reykjavíkurborg",120000,119.2
"38480","Reykjavíkurborg",120000,80
"38481","Hafnarfjarðarkaupstaður",207000,104.4
"38482","Reykjavíkurborg",190000,52
"38483","Reykjavíkurborg",185000,73
"38484","Mosfellsbær",110000,60
"38485","Reykjavíkurborg",207432,93.5
"38486","Reykjavíkurborg",180000,68
"38487","Reykjavíkurborg",150000,55
"38488","Reykjavíkurborg",150000,114
"38489","Hafnarfjarðarkaupstaður",202000,80
"38490","Reykjavíkurborg",150000,36.5
"38491","Reykjavíkurborg",195000,60
"38492","Hafnarfjarðarkaupstaður",228000,100
"38493","Reykjavíkurborg",220000,74
"38494","Reykjavíkurborg",150000,60
"38495","Reykjavíkurborg",175000,52.8
"38496","Reykjavíkurborg",255000,104
"38497","Reykjavíkurborg",170000,55.4
"38498","Reykjavíkurborg",80000,53.2
"38499","Reykjavíkurborg",180000,80
"38500","Hafnarfjarðarkaupstaður",250000,125
"38501","Kópavogsbær",150000,48
"38502","Reykjavíkurborg",270000,112.5
"38503","Kópavogsbær",235000,110
"38504","Reykjavíkurborg",150000,54.1
"38505","Reykjavíkurborg",257000,128
"38506","Garðabær",250000,293.5
"38507","Reykjavíkurborg",180000,56.9
"38508","Hafnarfjarðarkaupstaður",285000,143.7
"38509","Hafnarfjarðarkaupstaður",180000,92
"38510","Reykjavíkurborg",180000,110
"38511","Hafnarfjarðarkaupstaður",250000,268.6
"38512","Reykjavíkurborg",225000,121
"38513","Reykjavíkurborg",255600,81.8
"38514","Kópavogsbær",190000,65
"38515","Hafnarfjarðarkaupstaður",2e+05,88
"38516","Reykjavíkurborg",135000,24.9
"38517","Hafnarfjarðarkaupstaður",160000,43.2
"38518","Reykjavíkurborg",180000,58
"38519","Kópavogsbær",490000,99.9
"38520","Hafnarfjarðarkaupstaður",150000,80
"38521","Reykjavíkurborg",240000,75
"38522","Reykjavíkurborg",160000,78
"38523","Reykjavíkurborg",2e+05,72.2
"38524","Reykjavíkurborg",185000,62
"38525","Reykjavíkurborg",170000,77.8
"38526","Reykjavíkurborg",185000,55.4
"38527","Reykjavíkurborg",195000,55
"38528","Kópavogsbær",160000,66.5
"38529","Reykjavíkurborg",410000,331
"38530","Reykjavíkurborg",78318,34.7
"38531","Reykjavíkurborg",180000,65
"38532","Hafnarfjarðarkaupstaður",2e+05,80
"38533","Reykjavíkurborg",258000,151.6
"38534","Reykjavíkurborg",175000,54
"38535","Mosfellsbær",250000,85.2
"38536","Reykjavíkurborg",250000,105
"38537","Hafnarfjarðarkaupstaður",250000,91.6
"38538","Reykjavíkurborg",330000,159.6
"38539","Reykjavíkurborg",180000,130
"38540","Reykjavíkurborg",190000,68
"38541","Reykjavíkurborg",2e+05,52.3
"38542","Reykjavíkurborg",2e+05,89
"38543","Reykjavíkurborg",195000,72.8
"38544","Garðabær",215000,80
"38545","Mosfellsbær",106057,37
"38546","Reykjavíkurborg",238000,114.1
"38547","Reykjavíkurborg",2e+05,57.7
"38548","Reykjavíkurborg",235000,94.6
"38549","Reykjavíkurborg",155000,55.5
"38550","Reykjavíkurborg",130000,45
"38551","Reykjavíkurborg",180000,54.9
"38552","Reykjavíkurborg",325000,105
"38553","Reykjavíkurborg",160000,46
"38554","Reykjavíkurborg",216000,70.5
"38555","Reykjavíkurborg",110000,30
"38556","Reykjavíkurborg",102000,61.9
"38557","Hafnarfjarðarkaupstaður",205000,86.7
"38558","Reykjavíkurborg",190000,87.6
"38559","Reykjavíkurborg",220000,80.5
"38560","Kópavogsbær",230000,98.6
"38561","Reykjavíkurborg",180000,79.8
"38562","Reykjavíkurborg",235000,73.3
"38563","Kópavogsbær",235000,103.7
"38564","Reykjavíkurborg",175000,62.4
"38565","Reykjavíkurborg",267000,105.2
"38566","Reykjavíkurborg",250000,142
"38567","Reykjavíkurborg",75000,72.9
"38568","Hafnarfjarðarkaupstaður",185000,77.5
"38569","Kópavogsbær",173000,107
"38570","Kópavogsbær",250000,77.8
"38571","Garðabær",196800,80
"38572","Reykjavíkurborg",125000,40
"38573","Reykjavíkurborg",220000,68.5
"38574","Reykjavíkurborg",235000,46
"38575","Reykjavíkurborg",280000,148.8
"38576","Reykjavíkurborg",285000,111.2
"38577","Hafnarfjarðarkaupstaður",240000,82
"38578","Reykjavíkurborg",220000,102.3
"38579","Kópavogsbær",260000,100.3
"38580","Hafnarfjarðarkaupstaður",160000,61.4
"38581","Kópavogsbær",108000,55
"38582","Hafnarfjarðarkaupstaður",2e+05,50
"38583","Reykjavíkurborg",95000,97
"38584","Reykjavíkurborg",106500,50
"38585","Reykjavíkurborg",120000,79.1
"38586","Reykjavíkurborg",260000,106.8
"38587","Reykjavíkurborg",210000,85.8
"38588","Reykjavíkurborg",295000,104
"38589","Reykjavíkurborg",250000,101.5
"38590","Garðabær",170000,106.2
"38591","Reykjavíkurborg",220000,93.5
"38592","Reykjavíkurborg",235000,114
"38593","Reykjavíkurborg",280000,133.2
"38594","Kópavogsbær",120000,41
"38595","Reykjavíkurborg",106379,49.9
"38596","Reykjavíkurborg",215000,46.4
"38597","Hafnarfjarðarkaupstaður",240000,117
"38598","Kópavogsbær",80000,64
"38599","Reykjavíkurborg",181881,72.3
"38600","Reykjavíkurborg",215000,102.8
"38601","Reykjavíkurborg",205000,96
"38602","Reykjavíkurborg",280000,133.2
"38603","Reykjavíkurborg",230000,91.9
"38604","Kópavogsbær",270000,114.3
"38605","Hafnarfjarðarkaupstaður",265000,109.6
"38606","Kópavogsbær",205000,86.5
"38607","Garðabær",194000,94
"38608","Reykjavíkurborg",87092,33.7
"38609","Reykjavíkurborg",225000,60
"38610","Kópavogsbær",210000,73
"38611","Reykjavíkurborg",258000,141.6
"38612","Hafnarfjarðarkaupstaður",245000,90
"38613","Reykjavíkurborg",2e+05,73.5
"38614","Hafnarfjarðarkaupstaður",165000,94.8
"38615","Garðabær",240000,92.3
"38616","Reykjavíkurborg",180000,53
"38617","Reykjavíkurborg",180000,74
"38618","Hafnarfjarðarkaupstaður",230000,94.5
"38619","Reykjavíkurborg",185000,85.9
"38620","Reykjavíkurborg",215000,108.3
"38621","Reykjavíkurborg",225000,78.7
"38622","Hafnarfjarðarkaupstaður",100500,57.7
"38623","Reykjavíkurborg",240000,93.3
"38624","Kópavogsbær",2e+05,138.6
"38625","Reykjavíkurborg",230000,112.4
"38626","Reykjavíkurborg",3e+05,174.4
"38627","Reykjavíkurborg",280000,122
"38628","Hafnarfjarðarkaupstaður",250000,99.6
"38629","Kópavogsbær",155000,87.4
"38630","Kópavogsbær",125000,65
"38631","Mosfellsbær",185000,69.8
"38632","Reykjavíkurborg",185000,96.9
"38633","Reykjavíkurborg",182787,71.8
"38634","Reykjavíkurborg",160000,67.7
"38635","Reykjavíkurborg",263985,144.5
"38636","Hafnarfjarðarkaupstaður",221000,99.8
"38637","Reykjavíkurborg",175000,103.3
"38638","Hafnarfjarðarkaupstaður",215000,74.2
"38639","Reykjavíkurborg",141000,60
"38640","Hafnarfjarðarkaupstaður",155000,87
"38641","Reykjavíkurborg",150000,60
"38642","Reykjavíkurborg",226316,73
"38643","Reykjavíkurborg",133220,58
"38644","Mosfellsbær",245000,107.5
"38645","Reykjavíkurborg",207000,77
"38646","Reykjavíkurborg",190000,40
"38647","Hafnarfjarðarkaupstaður",225000,72.9
"38648","Reykjavíkurborg",190000,70
"38649","Hafnarfjarðarkaupstaður",210000,118.9
"38650","Reykjavíkurborg",150000,55
"38651","Reykjavíkurborg",225000,78.6
"38652","Reykjavíkurborg",250000,87.6
"38653","Reykjavíkurborg",185000,57
"38654","Kópavogsbær",180000,95.6
"38655","Hafnarfjarðarkaupstaður",125000,48.6
"38656","Mosfellsbær",150000,65
"38657","Reykjavíkurborg",185000,60
"38658","Hafnarfjarðarkaupstaður",2e+05,79.9
"38659","Reykjavíkurborg",165000,50
"38660","Garðabær",2e+05,60
"38661","Reykjavíkurborg",190000,65.7
"38662","Garðabær",160000,76.2
"38663","Hafnarfjarðarkaupstaður",190000,117
"38664","Reykjavíkurborg",150000,80
"38665","Reykjavíkurborg",185000,45.6
"38666","Reykjavíkurborg",175000,60
"38667","Hafnarfjarðarkaupstaður",205000,80
"38668","Reykjavíkurborg",175000,58.8
"38669","Garðabær",3e+05,100
"38670","Reykjavíkurborg",86000,113
"38671","Reykjavíkurborg",180000,80
"38672","Kópavogsbær",210000,62
"38673","Reykjavíkurborg",180000,77
"38674","Reykjavíkurborg",230000,95
"38675","Reykjavíkurborg",180000,52
"38676","Kópavogsbær",220000,79.3
"38677","Reykjavíkurborg",210000,77.4
"38678","Reykjavíkurborg",170000,46
"38679","Kópavogsbær",220000,68
"38680","Hafnarfjarðarkaupstaður",240000,81
"38681","Reykjavíkurborg",1e+05,86.6
"38682","Hafnarfjarðarkaupstaður",195000,63.7
"38683","Reykjavíkurborg",120000,35
"38684","Kópavogsbær",208207,100
"38685","Kópavogsbær",265111,89
"38686","Reykjavíkurborg",250000,104
"38687","Reykjavíkurborg",230000,86.3
"38688","Reykjavíkurborg",155000,61
"38689","Reykjavíkurborg",240000,83
"38690","Reykjavíkurborg",240000,108.5
"38691","Reykjavíkurborg",160000,50
"38692","Kópavogsbær",250000,96
"38693","Garðabær",185000,76
"38694","Reykjavíkurborg",115000,56.4
"38695","Kópavogsbær",240000,77
"38696","Reykjavíkurborg",180000,49.1
"38697","Reykjavíkurborg",260000,119.7
"38698","Reykjavíkurborg",236000,81.9
"38699","Hafnarfjarðarkaupstaður",190000,52.7
"38700","Reykjavíkurborg",2e+05,86.5
"38701","Reykjavíkurborg",2e+05,92.1
"38702","Reykjavíkurborg",230000,80.2
"38703","Hafnarfjarðarkaupstaður",205000,96
"38704","Hafnarfjarðarkaupstaður",136195,105.5
"38705","Reykjavíkurborg",1e+05,38
"38706","Hafnarfjarðarkaupstaður",230000,80
"38707","Reykjavíkurborg",175000,94
"38708","Reykjavíkurborg",150000,70
"38709","Reykjavíkurborg",230000,85
"38710","Kópavogsbær",210000,79.5
"38711","Hafnarfjarðarkaupstaður",210000,112
"38712","Reykjavíkurborg",185000,85
"38713","Reykjavíkurborg",90000,28
"38714","Reykjavíkurborg",180000,75
"38715","Reykjavíkurborg",135000,241.1
"38716","Reykjavíkurborg",120000,39
"38717","Kópavogsbær",185000,70.1
"38718","Reykjavíkurborg",138702,51.3
"38719","Reykjavíkurborg",250000,82
"38720","Kópavogsbær",315000,150
"38721","Reykjavíkurborg",195000,65
"38722","Kópavogsbær",130000,37
"38723","Reykjavíkurborg",220000,116
"38724","Reykjavíkurborg",110000,30
"38725","Hafnarfjarðarkaupstaður",185000,64.1
"38726","Reykjavíkurborg",180000,51.9
"38727","Reykjavíkurborg",140000,68
"38728","Kópavogsbær",90000,29
"38729","Reykjavíkurborg",290000,88.6
"38730","Hafnarfjarðarkaupstaður",250000,116.9
"38731","Reykjavíkurborg",190000,78.5
"38732","Hafnarfjarðarkaupstaður",2e+05,78.4
"38733","Hafnarfjarðarkaupstaður",240000,82.1
"38734","Reykjavíkurborg",180000,101
"38735","Reykjavíkurborg",240000,93
"38736","Reykjavíkurborg",2e+05,180
"38737","Reykjavíkurborg",238000,107
"38738","Reykjavíkurborg",190000,71
"38739","Kópavogsbær",230000,103.9
"38740","Reykjavíkurborg",107000,33.5
"38741","Reykjavíkurborg",175000,117
"38742","Reykjavíkurborg",180000,62.4
"38743","Reykjavíkurborg",250000,100.8
"38744","Reykjavíkurborg",185000,80
"38745","Reykjavíkurborg",210000,73.5
"38746","Kópavogsbær",175000,85
"38747","Reykjavíkurborg",175000,62.3
"38748","Reykjavíkurborg",150296,76.6
"38749","Reykjavíkurborg",2e+05,75
"38750","Reykjavíkurborg",165000,63.1
"38751","Reykjavíkurborg",230000,86
"38752","Reykjavíkurborg",2e+05,84
"38753","Reykjavíkurborg",210000,100.6
"38754","Reykjavíkurborg",87463,32
"38755","Reykjavíkurborg",196000,78.8
"38756","Reykjavíkurborg",160000,87
"38757","Reykjavíkurborg",170000,103.5
"38758","Reykjavíkurborg",219315,90
"38759","Reykjavíkurborg",250000,96
"38760","Hafnarfjarðarkaupstaður",242905,103.9
"38761","Reykjavíkurborg",150000,67.7
"38762","Garðabær",250000,126
"38763","Hafnarfjarðarkaupstaður",250000,103
"38764","Reykjavíkurborg",190000,85.9
"38765","Reykjavíkurborg",2e+05,60.5
"38766","Reykjavíkurborg",180000,93
"38767","Hafnarfjarðarkaupstaður",217590,127.6
"38768","Reykjavíkurborg",130000,60.2
"38769","Kópavogsbær",135000,74.5
"38770","Reykjavíkurborg",175000,44.9
"38771","Hafnarfjarðarkaupstaður",265000,109
"38772","Kópavogsbær",170000,115
"38773","Kópavogsbær",185000,63.9
"38774","Hafnarfjarðarkaupstaður",210000,65.1
"38775","Hafnarfjarðarkaupstaður",195000,94.1
"38776","Reykjavíkurborg",190000,65
"38777","Reykjavíkurborg",2e+05,82
"38778","Reykjavíkurborg",120000,94.6
"38779","Kópavogsbær",245000,90.8
"38780","Hafnarfjarðarkaupstaður",250000,116.2
"38781","Reykjavíkurborg",140000,37.9
"38782","Reykjavíkurborg",2e+05,53
"38783","Reykjavíkurborg",150000,62.9
"38784","Kópavogsbær",165000,56.8
"38785","Reykjavíkurborg",175000,56.8
"38786","Reykjavíkurborg",110000,50
"38787","Reykjavíkurborg",160000,49
"38788","Reykjavíkurborg",165000,48.6
"38789","Reykjavíkurborg",127000,67
"38790","Reykjavíkurborg",175000,60
"38791","Kópavogsbær",180000,42
"38792","Kópavogsbær",210000,135.9
"38793","Hafnarfjarðarkaupstaður",250000,115.3
"38794","Reykjavíkurborg",180000,116.9
"38795","Kópavogsbær",225000,95.1
"38796","Mosfellsbær",180000,135
"38797","Reykjavíkurborg",234000,98.8
"38798","Hafnarfjarðarkaupstaður",195000,82
"38799","Reykjavíkurborg",193992,71.6
"38800","Reykjavíkurborg",185000,68
"38801","Reykjavíkurborg",170000,64
"38802","Reykjavíkurborg",199000,77.4
"38803","Reykjavíkurborg",259000,109.1
"38804","Reykjavíkurborg",130000,79.1
"38805","Kópavogsbær",116000,53
"38806","Reykjavíkurborg",280000,106
"38807","Kópavogsbær",260000,110
"38808","Reykjavíkurborg",180000,72.3
"38809","Reykjavíkurborg",151000,53.2
"38810","Reykjavíkurborg",120000,84.9
"38811","Reykjavíkurborg",140000,53
"38812","Mosfellsbær",170000,68.4
"38813","Hafnarfjarðarkaupstaður",1e+05,73.3
"38814","Reykjavíkurborg",270000,100.4
"38815","Reykjavíkurborg",96000,37.8
"38816","Reykjavíkurborg",170000,84
"38817","Kópavogsbær",245000,90.9
"38818","Kópavogsbær",195000,75.1
"38819","Reykjavíkurborg",230000,58
"38820","Reykjavíkurborg",220000,80
"38821","Kópavogsbær",185000,55
"38822","Reykjavíkurborg",220000,69.1
"38823","Hafnarfjarðarkaupstaður",230000,101.3
"38824","Mosfellsbær",235000,94.9
"38825","Reykjavíkurborg",245000,90
"38826","Kópavogsbær",230000,120
"38827","Reykjavíkurborg",190000,75.5
"38828","Reykjavíkurborg",80000,70
"38829","Reykjavíkurborg",110000,26.3
"38830","Kópavogsbær",237000,69
"38831","Reykjavíkurborg",230000,98
"38832","Reykjavíkurborg",130000,65
"38833","Reykjavíkurborg",110000,76
"38834","Garðabær",150000,90
"38835","Reykjavíkurborg",87463,33.4
"38836","Garðabær",195000,94.9
"38837","Reykjavíkurborg",180000,83
"38838","Hafnarfjarðarkaupstaður",205000,89
"38839","Reykjavíkurborg",150000,55
"38840","Hafnarfjarðarkaupstaður",201000,68.8
"38841","Garðabær",70000,149
"38842","Mosfellsbær",250000,109.2
"38843","Reykjavíkurborg",110000,110
"38844","Hafnarfjarðarkaupstaður",230000,79.9
"38845","Reykjavíkurborg",190000,102
"38846","Reykjavíkurborg",206000,88.6
"38847","Hafnarfjarðarkaupstaður",220000,64.5
"38848","Reykjavíkurborg",1e+05,81.8
"38849","Hafnarfjarðarkaupstaður",2e+05,93.6
"38850","Reykjavíkurborg",241000,86.1
"38851","Reykjavíkurborg",2e+05,66.1
"38852","Reykjavíkurborg",160000,70
"38853","Reykjavíkurborg",180000,58
"38854","Reykjavíkurborg",180000,82
"38855","Reykjavíkurborg",180000,70
"38856","Reykjavíkurborg",2e+05,128
"38857","Reykjavíkurborg",105000,84.6
"38858","Reykjavíkurborg",160869,78
"38859","Reykjavíkurborg",240000,93
"38860","Kópavogsbær",160000,39.7
"38861","Hafnarfjarðarkaupstaður",214500,94
"38862","Kópavogsbær",135000,40
"38863","Reykjavíkurborg",210000,51.1
"38864","Reykjavíkurborg",155000,53.9
"38865","Hafnarfjarðarkaupstaður",245000,86.2
"38866","Reykjavíkurborg",170000,94.7
"38867","Mosfellsbær",255000,124.6
"38868","Reykjavíkurborg",110000,80
"38869","Reykjavíkurborg",130000,111.6
"38870","Reykjavíkurborg",150000,55.6
"38871","Reykjavíkurborg",220000,92.7
"38872","Garðabær",215000,117
"38873","Reykjavíkurborg",85000,23
"38874","Reykjavíkurborg",120000,98
"38875","Reykjavíkurborg",150000,40
"38876","Garðabær",125000,25
"38877","Reykjavíkurborg",144000,60
"38878","Mosfellsbær",206500,83.2
"38879","Reykjavíkurborg",180000,56.2
"38880","Reykjavíkurborg",230000,152
"38881","Reykjavíkurborg",250000,103.7
"38882","Kópavogsbær",280000,110
"38883","Hafnarfjarðarkaupstaður",240000,104
"38884","Reykjavíkurborg",2e+05,49
"38885","Reykjavíkurborg",130000,140
"38886","Hafnarfjarðarkaupstaður",230000,80.2
"38887","Garðabær",310000,134.1
"38888","Hafnarfjarðarkaupstaður",77341,61.7
"38889","Reykjavíkurborg",210000,50
"38890","Kópavogsbær",120000,38
"38891","Kópavogsbær",235111,118
"38892","Reykjavíkurborg",145000,48.6
"38893","Reykjavíkurborg",195000,57.1
"38894","Reykjavíkurborg",245000,118.9
"38895","Reykjavíkurborg",230000,100.4
"38896","Reykjavíkurborg",178000,58.7
"38897","Reykjavíkurborg",72000,48.5
"38898","Reykjavíkurborg",180000,72.4
"38899","Reykjavíkurborg",150000,65
"38900","Hafnarfjarðarkaupstaður",217989,93.1
"38901","Reykjavíkurborg",2e+05,73
"38902","Reykjavíkurborg",190000,78.2
"38903","Reykjavíkurborg",280000,77.9
"38904","Mosfellsbær",263260,160
"38905","Hafnarfjarðarkaupstaður",245000,86
"38906","Reykjavíkurborg",160000,37
"38907","Hafnarfjarðarkaupstaður",2e+05,110
"38908","Kópavogsbær",240000,100.2
"38909","Kópavogsbær",255000,101.2
"38910","Reykjavíkurborg",190000,36
"38911","Mosfellsbær",1e+05,95
"38912","Reykjavíkurborg",206667,94.2
"38913","Reykjavíkurborg",185000,71
"38914","Reykjavíkurborg",225000,84.8
"38915","Hafnarfjarðarkaupstaður",120000,142.7
"38916","Reykjavíkurborg",173000,50
"38917","Kópavogsbær",250000,116
"38918","Kópavogsbær",2e+05,86
"38919","Garðabær",180000,65
"38920","Reykjavíkurborg",140000,83.4
"38921","Reykjavíkurborg",134000,113
"38922","Reykjavíkurborg",70000,109.2
"38923","Reykjavíkurborg",240000,109
"38924","Reykjavíkurborg",230000,101.8
"38925","Reykjavíkurborg",70000,108
"38926","Kópavogsbær",2e+05,73
"38927","Reykjavíkurborg",230000,101.7
"38928","Reykjavíkurborg",180000,65
