"","verd","staerd","fj_herb"
"2361",150000,30.1,1
"2362",141400,54,2
"2363",248000,94.8,3
"2364",180000,38.2,2
"2365",196000,63.5,2
"2366",219000,74.3,3
"2367",166000,55.6,2
"2368",220000,70,2
"2369",215000,69.6,2
"2370",199100,87.4,4
"2371",132700,48.8,2
"2372",180000,86.7,3
"2373",2e+05,58.7,2
"2374",260000,88.3,2
"2375",214500,89.4,3
"2376",198655,71.9,2
"2377",135000,40,1
"2378",119200,45.6,2
"2379",130124,45,1
"2380",1e+05,95.9,4
"2381",256000,76.9,3
"2382",205885,77.2,3
"2383",125000,42,2
"2384",140000,30,1
"2385",2e+05,77.7,3
"2386",235000,80.4,3
"2387",150000,91.5,3
"2388",2e+05,48,2
"2389",150000,75,2
"2390",220000,48,3
"2391",190000,66,2
"2392",145000,44.1,1
"2393",260000,51.8,2
"2394",195000,53.4,2
"2395",190000,90,3
"2396",118500,32.4,1
"2397",2e+05,48.5,3
"2398",180000,100,3
"2399",220000,70,3
"2400",230000,65,2
"2401",180000,104.2,3
"2402",210000,57.4,2
"2403",155000,41.1,2
"2404",220000,70,2
"2405",264966,122.6,5
"2406",2e+05,71,2
"2407",150000,35,1
"2408",210000,61.7,2
"2409",210000,61.9,2
"2410",215000,64,2
"2411",215000,65.9,2
"2412",198000,65,3
"2413",170000,67.1,2
"2414",2e+05,44.6,1
"2415",195000,67.6,2
"2416",357043,94.6,3
"2417",273000,148.2,4
"2418",228123,93.6,3
"2419",270000,88.9,3
"2420",199000,52,2
"2421",177000,104.2,3
"2422",114500,32.4,1
"2423",114500,33.5,1
"2424",230000,78.1,3
"2425",250000,81.1,3
"2426",2e+05,55.1,2
"2427",295000,127.7,3
"2428",210000,54,2
"2429",242500,124,5
"2430",230000,75,3
"2431",220000,94.7,3
"2432",204500,101.5,3
"2433",235000,95.5,3
"2434",165000,35,2
"2435",226674,66,2
"2436",2e+05,90.8,3
"2437",2e+05,151.1,3
"2438",220000,110,4
"2439",215000,59.7,3
"2440",190000,61.6,2
"2441",250000,94.9,4
"2442",235000,67,3
"2443",235000,95,3
"2444",212112,59,2
"2445",149500,60,2
"2446",198000,134.6,4
"2447",181000,105.9,3
"2448",230000,77.3,3
"2449",114500,32.4,1
"2450",206115,58.5,2
"2451",255000,99.3,3
"2452",155000,39.3,1
"2453",149500,60,2
"2454",130000,65.7,2
"2455",214500,89.9,3
"2456",130000,45,2
"2457",214500,93.2,3
"2458",224500,94.6,3
"2459",215000,82,3
"2460",220000,64.1,3
"2461",140000,43.5,2
"2462",235000,74.2,3
"2463",182000,105.9,3
"2464",128500,32.4,1
"2465",155000,52.2,2
"2466",135000,82.2,2
"2467",182094,105.9,3
"2468",210000,74.3,3
"2469",143000,34,1
"2470",130000,44,2
"2471",137000,44.6,1
"2472",265000,69.5,2
"2473",190000,70,2
"2474",210000,91,3
"2475",220000,130,3
"2476",175000,46,3
"2477",215000,55,1
"2478",149500,60,2
"2479",170000,47,2
"2480",220000,71,2
"2481",70000,26.7,2
"2482",230000,60.9,2
"2483",285000,112,4
"2484",206000,56,2
"2485",114500,33.9,1
"2486",235000,86.6,3
"2487",235000,119.8,4
"2488",265000,87,3
"2489",180000,43,1
"2490",170000,58,2
"2491",181365,101.7,4
"2492",235000,67.5,2
"2493",298000,104,4
"2494",2e+05,137,4
"2495",2e+05,64,3
"2496",230000,79.4,2
"2497",130000,50,2
"2498",205000,51.8,2
"2499",180000,83,2
"2500",195000,50,2
"2501",180000,65,2
"2502",450000,254.7,7
"2503",220000,79.4,3
"2504",175000,49.6,2
"2505",207500,109.1,3
"2506",182000,105.9,3
"2507",175000,43,1
"2508",287110,71.5,2
"2509",220000,93,2
"2510",157000,25,1
"2511",265000,100,4
"2512",195000,34,2
"2513",250000,100.3,4
"2514",140000,43,2
"2515",278856,90.1,3
"2516",265000,100.6,4
"2517",160000,74.8,3
"2518",118500,32.4,1
"2519",120000,83.6,3
"2520",230000,72.6,3
"2521",240000,50,3
"2522",165000,55,2
"2523",230000,102.2,3
"2524",1e+05,66,2
"2525",190000,68,2
"2526",220000,59,2
"2527",210000,61.4,2
"2528",220000,86.4,3
"2529",260000,99.1,3
"2530",90000,79.4,2
"2531",181000,106.9,3
"2532",280000,120.1,4
"2533",167800,71.8,3
"2534",210000,94.9,3
"2535",125000,40.7,1
"2536",210500,90.6,4
"2537",216000,62.1,2
"2538",384000,198,5
"2539",295000,102.4,2
"2540",180000,50,2
"2541",279000,100.3,4
"2542",265000,101.6,3
"2543",210000,73.3,3
"2544",2e+05,70,2
"2545",195000,64,2
"2546",220000,104.1,3
"2547",223150,79.1,2
"2548",250000,98.5,3
"2549",201305,61,2
"2550",160000,58,2
"2551",3e+05,187,7
"2552",190000,47.2,1
"2553",185000,45.2,2
"2554",215000,60,2
"2555",240000,70.4,3
"2556",2e+05,58,3
"2557",220000,74.3,3
"2558",235500,124.1,4
"2559",165000,45,1
"2560",180000,90,2
"2561",240000,76,4
"2562",180000,52.6,2
"2563",165000,60,2
"2564",225000,45,2
"2565",170000,58.4,2
"2566",120000,61.9,2
"2567",160000,42.6,2
"2568",225000,54.2,2
"2569",182918,41,1
"2570",199000,45.1,1
"2571",120000,33,1
"2572",120000,35,2
"2573",137000,41.3,2
"2574",190000,51.9,2
"2575",220000,76.3,3
"2576",2e+05,65,3
"2577",230000,66.2,2
"2578",230000,66.1,2
"2579",250000,117.2,4
"2580",2e+05,39.1,1
"2581",220000,61,1
"2582",180000,71,2
"2583",260000,52.5,2
"2584",240000,83.4,3
"2585",165000,50,3
"2586",182492,55.8,1
"2587",260000,81.8,4
"2588",130000,35.6,1
"2589",260000,85,3
"2590",250000,100,4
"2591",120000,25,1
"2592",170000,70,3
"2593",270000,96,3
"2594",180000,53.9,2
"2595",202900,69.6,3
"2596",135000,25,1
"2597",175000,58.9,2
"2598",2e+05,39,3
"2599",245500,125,5
"2600",220000,47,1
"2601",210000,86,3
"2602",202900,69.6,3
"2603",90000,55,2
"2604",160000,65,2
"2605",240000,70,3
"2606",170000,42.9,1
"2607",155000,41.5,2
"2608",185000,43.7,2
"2609",249000,69,3
"2610",170000,52.4,1
"2611",250000,65,3
"2612",420000,210,4
"2613",215000,73.6,2
"2614",250000,134,4
"2615",2e+05,100,4
"2616",262000,90.2,4
"2617",239000,73.8,3
"2618",160000,57.5,2
"2619",250000,112,3
"2620",218000,69.5,2
"2621",292959,72.5,2
"2622",180000,67.5,2
"2623",220000,85.4,2
"2624",230000,120.5,4
"2625",170000,77.8,3
"2626",253000,102.7,4
"2627",250000,91,2
"2628",225000,102.9,3
"2629",240000,98.5,3
"2630",185000,54,2
"2631",205000,81.2,3
"2632",250000,92.1,3
"2633",169000,28,1
"2634",132000,35,1
"2635",270000,113.5,4
"2636",150000,75.9,2
"2637",180000,55,2
"2638",312000,100.9,4
"2639",299000,100.8,4
"2640",195000,61.6,2
"2641",110000,23,1
"2642",220000,47,1
"2643",135000,40,1
"2644",239409,94.2,4
"2645",215000,53.9,2
"2646",160000,50.8,2
"2647",212000,86.1,3
"2648",269795,77.8,3
"2649",185000,75.5,3
"2650",169800,54.8,2
"2651",130000,33,1
"2652",170000,62,2
"2653",3e+05,109.2,4
"2654",143000,35.4,2
"2655",230000,74.8,3
"2656",230000,60,2
"2657",260000,151.9,5
"2658",180000,106.4,3
"2659",2e+05,69.6,2
"2660",260000,88,3
"2661",118500,33.9,1
"2662",150000,83.5,2
"2663",221500,78.9,3
"2664",175000,49.5,2
"2665",165000,92.7,5
"2666",3e+05,110,3
"2667",209356,72.2,3
"2668",220000,79.4,2
"2669",162200,34,1
"2670",2e+05,86.9,2
"2671",230000,61.4,2
"2672",260000,91.5,4
"2673",230000,91.9,3
"2674",2e+05,44.6,2
"2675",170000,65.9,3
"2676",250000,84.6,2
"2677",195000,62.9,3
"2678",319121,109.7,5
"2679",215000,64.1,3
"2680",250000,100,3
"2681",180000,76.5,3
"2682",220000,51.2,2
"2683",230000,59.6,3
"2684",195000,45.5,1
"2685",195000,55.8,2
"2686",270000,109,3
"2687",210000,72,3
"2688",230000,108.7,3
"2689",207000,78.1,3
"2690",195000,74.3,3
"2691",180000,95.8,3
"2692",220000,66.9,2
"2693",249000,188,5
"2694",175000,104.2,1
"2695",1e+05,55,2
"2696",220000,78.1,2
"2697",295000,108.8,3
"2698",265000,113.4,4
"2699",270000,100.3,3
"2700",180000,68,3
"2701",247000,97.2,3
"2702",2e+05,60.5,2
"2703",270000,87.5,3
"2704",178000,42.3,1
"2705",180000,66.5,3
"2706",130000,67.3,2
"2707",175000,81,2
"2708",204000,86.2,2
"2709",125000,25,1
"2710",270000,100.9,3
"2711",2e+05,56,2
"2712",2e+05,96.7,4
"2713",290000,100,4
"2714",220000,40,2
"2715",190000,60,2
"2716",161331,69.8,2
"2717",230000,81,3
"2718",168325,110.5,4
"2719",275000,98.5,4
"2720",118500,34.2,1
"2721",230000,119.3,4
"2722",205000,55.7,2
"2723",120000,40,3
"2724",260000,113.3,3
"2725",143000,33.9,1
"2726",145000,50,2
"2727",170000,46.6,2
"2728",125000,24,1
"2729",160000,41,2
"2730",246000,89.1,3
"2731",170000,70,2
"2732",260000,118.7,4
"2733",146970,52,2
"2734",130000,33.4,2
"2735",240000,84,3
"2736",166939,64.2,2
"2737",190000,80,3
"2738",270000,83.1,3
"2739",137000,31.6,1
"2740",260000,47,2
"2741",150000,37,2
"2742",215000,61.2,2
"2743",150000,62.5,2
"2744",185000,70.4,2
"2745",180000,59.7,3
"2746",290000,84.8,3
"2747",220000,101,4
"2748",195000,57.6,2
"2749",260000,99.3,4
"2750",280000,120,4
"2751",245500,122.4,5
"2752",220000,81.9,4
"2753",220000,95.4,3
"2754",253500,121.7,5
"2755",193000,124,3
"2756",250000,115,3
"2757",220000,106,4
"2758",2e+05,75.2,4
"2759",170000,55,2
"2760",250000,109.9,4
"2761",237000,90,3
"2762",290898,104,4
"2763",150000,60,2
"2764",349700,230,5
"2765",220000,68.4,2
"2766",250000,79.6,3
"2767",240000,96,3
"2768",220000,98.7,4
"2769",143000,34.1,1
"2770",275000,104,4
"2771",114500,32.4,1
"2772",270000,112.5,2
"2773",183358,62.7,2
"2774",240000,97.3,4
"2775",120000,55,2
"2776",275000,84.5,3
"2777",2e+05,61.6,2
"2778",209500,89.9,3
"2779",230000,75,3
"2780",120000,39,2
"2781",185000,80,3
"2782",2e+05,95.2,3
"2783",1e+05,135,4
"2784",190000,90,3
"2785",275000,67.4,2
"2786",164000,32,1
"2787",235000,74.5,2
"2788",276052,82.2,3
"2789",262500,91.5,3
"2790",257500,68.3,3
"2791",170000,47,2
"2792",350000,131.8,4
"2793",270000,78.7,2
"2794",240000,88.8,3
"2795",220000,57.9,2
"2796",132000,41.3,2
"2797",2e+05,51,2
"2798",132000,41.3,2
"2799",115000,22,1
"2800",198000,127.6,3
"2801",220000,79.5,2
"2802",160000,50,2
"2803",181000,103.9,3
"2804",180000,69,2
"2805",230000,55,1
"2806",230000,73,3
"2807",175000,106.4,3
"2808",1e+05,40,1
"2809",220000,73.4,3
"2810",3e+05,135,2
"2811",2e+05,106,5
"2812",140000,27,2
"2813",118000,28,1
"2814",205000,74.6,3
"2815",90000,24,1
"2816",250000,100,4
"2817",2e+05,93,3
"2818",180000,62.1,2
"2819",235000,89.1,3
"2820",120000,95.8,3
"2821",239000,59.5,2
"2822",1e+05,46.2,1
"2823",279000,119.6,4
"2824",230000,83.8,3
"2825",143000,33.9,1
"2826",180000,67,2
"2827",2e+05,54,2
"2828",147500,34.1,1
"2829",251271,78.3,3
"2830",114500,32.4,1
"2831",160000,25,2
"2832",170000,32.6,2
"2833",129000,22.6,1
"2834",135000,30,1
"2835",185241,106.4,3
"2836",370000,174.1,4
"2837",210000,32,3
"2838",117500,32.4,1
"2839",185000,104.6,3
"2840",150000,48,2
"2841",230000,44,2
"2842",170000,70,2
"2843",150000,43.4,2
"2844",240000,104.6,4
"2845",295000,112.4,5
"2846",120000,153,4
"2847",260000,156.3,3
"2848",218191,73.1,2
"2849",152500,60,2
"2850",205000,83.5,3
"2851",190000,63.4,2
"2852",150000,55,2
"2853",160000,52,2
"2854",220000,66.4,2
"2855",180000,40,2
"2856",254791,79,4
"2857",160000,48,2
"2858",130000,83,3
"2859",235000,91.4,3
"2860",340000,175,4
"2861",265000,104.6,4
"2862",190000,50,3
"2863",290000,104,3
"2864",179000,103.9,3
"2865",215000,94.3,2
"2866",230000,65,3
"2867",120000,30,1
"2868",230000,102.2,3
"2869",280000,104.5,4
"2870",275000,97.7,4
"2871",215000,58,2
"2872",160000,54,2
"2873",210000,71,2
"2874",2e+05,39.7,2
"2875",77000,27,1
"2876",150000,50,2
"2877",240000,72,2
"2878",245500,121,5
"2879",150000,100.9,4
"2880",194000,90,3
"2881",273301,108.3,4
"2882",2e+05,60.7,2
"2883",270000,123.1,4
"2884",130000,42,1
"2885",190000,52.7,2
"2886",180000,40,1
"2887",180000,50,2
"2888",250000,71.2,3
"2889",290000,78.6,3
"2890",187892,86.4,2
"2891",180000,98.8,3
"2892",230000,65,2
"2893",197982,69.8,2
"2894",230000,70,3
"2895",280000,110,3
"2896",210000,69,3
"2897",195000,74.9,2
"2898",262690,119.8,4
"2899",205000,85.6,3
"2900",182044,75.4,3
"2901",195000,45,2
"2902",180000,60.5,2
"2903",210000,70,2
"2904",145000,45,2
"2905",150000,25,1
"2906",2e+05,85,3
"2907",240000,74,3
"2908",230000,78,4
"2909",180000,77,3
"2910",180000,69,2
"2911",181471,75.6,3
"2912",158845,64.6,3
"2913",186384,105.9,3
"2914",195000,95.8,4
"2915",2e+05,62.5,2
"2916",195000,89.9,3
"2917",2e+05,125,4
"2918",220000,95.4,3
"2919",190000,59,3
"2920",250000,72.2,2
"2921",230000,84,5
"2922",3e+05,94,2
"2923",245500,122.4,5
"2924",2e+05,91,3
"2925",130000,39,1
"2926",187000,41.1,2
"2927",265000,107.7,4
"2928",230000,92.9,3
"2929",160000,45.8,2
"2930",330000,102.6,5
"2931",167000,50,2
"2932",220000,92.4,2
"2933",240000,67,3
"2934",165000,56,2
"2935",295000,116,4
"2936",160000,45,1
"2937",210000,82,3
"2938",220000,53.9,2
"2939",180000,48.5,2
"2940",239200,97.3,3
"2941",235000,40,2
"2942",170000,44.9,2
"2943",222153,76.5,3
"2944",237000,63.5,3
"2945",150000,40,1
"2946",160000,78,3
"2947",118500,32.4,1
"2948",230000,85,4
"2949",220000,81.1,2
"2950",111977,39.8,1
"2951",162233,59.1,2
"2952",210000,55,2
"2953",220000,69,2
"2954",170000,42,1
"2955",120000,27,1
"2956",148500,82.5,2
"2957",220000,69.7,2
"2958",240000,59.3,2
"2959",133842,56.1,2
"2960",148095,52.6,2
"2961",206453,56.7,2
"2962",157000,47.6,2
"2963",235000,100,4
"2964",122503,42.2,2
"2965",190000,45.2,3
"2966",230000,96,2
"2967",2e+05,52.3,2
"2968",180000,41.1,1
"2969",310000,120,4
"2970",320000,112,6
"2971",230000,92,3
"2972",252857,74.7,3
"2973",2e+05,56.7,2
"2974",250000,92.5,3
"2975",260000,82.8,3
"2976",125000,50,2
"2977",250000,84,4
"2978",140000,55,2
"2979",160000,70,2
"2980",118961,44.6,2
"2981",280000,105,4
"2982",250000,78.6,3
"2983",205000,51.9,2
"2984",130000,30,1
"2985",180000,46.1,2
"2986",130000,70,3
"2987",166200,35,1
"2988",215000,73,3
"2989",180000,52.9,2
"2990",260000,102.8,3
"2991",157000,50,2
"2992",170000,60,2
"2993",150000,37,2
"2994",2e+05,77.2,3
"2995",225000,110,3
"2996",209000,57.4,3
"2997",150000,52,2
"2998",149000,45,2
"2999",260000,53.7,3
"3000",320000,138,4
"3001",160000,80,2
"3002",85000,60,2
"3003",250000,93.1,2
"3004",250000,53.7,2
"3005",255000,126.5,4
"3006",195000,80,3
"3007",230000,102.6,3
"3008",280000,104.5,4
"3009",150000,75,3
"3010",140500,50.7,2
"3011",140000,42,2
"3012",270000,110.6,3
"3013",230000,70,3
"3014",250000,86.5,3
"3015",147500,33.9,1
"3016",280000,116.8,4
"3017",118500,33.9,1
"3018",2e+05,56.6,2
"3019",3e+05,117,5
"3020",250000,70,2
"3021",340000,121,4
"3022",170000,52,2
"3023",210000,71.2,2
"3024",2e+05,55,1
"3025",237000,168.8,6
"3026",240000,101.4,4
"3027",220000,70,3
"3028",289000,114.1,4
"3029",2e+05,105,3
"3030",170000,75,2
"3031",290000,129.9,4
"3032",275000,118.1,3
"3033",250000,75.1,2
"3034",1e+05,55,3
"3035",273000,84.1,2
"3036",180000,31.4,1
"3037",210000,75,2
"3038",155000,24,1
"3039",210000,51.7,2
"3040",250000,90,3
"3041",3e+05,110,4
"3042",195000,75,3
"3043",150000,84.8,3
"3044",160000,33.7,1
"3045",2e+05,90,3
"3046",155000,30,1
"3047",196000,68,2
"3048",175000,30.7,3
"3049",160000,45,1
"3050",220000,52,2
"3051",2e+05,49.3,1
"3052",3e+05,125.6,5
"3053",290000,116.4,5
"3054",295000,123,4
"3055",215000,72.5,3
"3056",210000,124,5
"3057",320000,143,5
"3058",250000,89.8,3
"3059",150000,58,3
"3060",263151,89.2,3
"3061",175000,48.5,2
"3062",260000,110,4
"3063",167000,65,3
"3064",240000,88,3
"3065",280000,83.1,3
"3066",160000,71,3
"3067",120000,25,1
"3068",110000,22.5,1
"3069",120000,40,2
"3070",160000,71,3
"3071",230000,85.3,3
"3072",230000,119.7,5
"3073",170000,58.9,2
"3074",270000,86,3
"3075",180000,147.6,5
"3076",170000,54,2
"3077",265000,111.1,4
"3078",260000,85,2
"3079",220000,69.9,3
"3080",170000,38.4,2
"3081",270000,102,4
"3082",265000,63,2
"3083",230000,69,4
"3084",140000,35,1
"3085",130000,40,2
"3086",260000,93.6,4
"3087",1e+05,53.4,2
"3088",220000,78.2,3
"3089",210000,85,3
"3090",280000,89.6,3
"3091",270000,86,3
"3092",180000,95.1,3
"3093",250000,103,4
"3094",145000,32.6,2
"3095",2e+05,65,3
"3096",320000,84.9,3
"3097",220000,101,4
"3098",225000,67.7,2
"3099",210000,81.3,3
"3100",239000,61.7,2
"3101",118500,32.4,1
"3102",230000,107.7,4
"3103",98000,36,2
"3104",114500,33.9,1
"3105",3e+05,97.6,3
"3106",250000,90.5,3
"3107",155000,106.3,3
"3108",240000,74.7,2
"3109",2e+05,80,3
"3110",170000,55.5,2
"3111",240000,60.2,3
"3112",250000,93.1,2
"3113",320000,88,3
"3114",3e+05,99.9,3
"3115",150000,64,3
"3116",114500,32.4,1
"3117",195000,65,2
"3118",230000,61,2
"3119",260000,97.8,3
"3120",170000,54.6,2
"3121",235000,88,3
"3122",1e+05,25,1
"3123",125000,27,1
"3124",215000,113.8,4
"3125",202285,54,2
"3126",250000,96.3,3
"3127",215000,72.8,3
"3128",3e+05,99.2,3
"3129",252000,81,2
"3130",179000,65,1
"3131",2e+05,83,4
"3132",130000,42.9,1
"3133",165500,93,3
"3134",270000,165.2,6
"3135",120000,45,2
"3136",220000,60.6,2
"3137",279000,116,4
"3138",215000,73,3
"3139",250000,94,3
"3140",127508,47.6,1
"3141",240000,124,4
"3142",175000,59.9,3
"3143",265000,99.9,4
"3144",330000,94,3
"3145",210000,69.2,3
"3146",270000,84.7,3
"3147",150000,21,1
"3148",285000,96.3,3
"3149",296727,116.5,3
"3150",318867,126.7,4
"3151",215000,53,2
"3152",295000,109.6,3
"3153",320261,117,4
"3154",225000,80,3
"3155",180000,50.5,2
"3156",204500,56.3,3
"3157",374000,143,4
"3158",270000,88.3,3
"3159",2e+05,75,2
"3160",212000,62.5,4
"3161",180000,72.2,2
"3162",160000,45.8,2
"3163",290000,85.9,3
"3164",185000,110,4
"3165",130000,60,2
"3166",260000,77.6,3
"3167",160000,45.8,2
"3168",229000,68.9,3
"3169",235000,85.8,4
"3170",180000,40,2
"3171",240000,85,3
"3172",2e+05,65.2,2
"3173",260000,94.3,2
"3174",1e+05,45,2
"3175",225000,49,2
"3176",2e+05,75.5,4
"3177",280000,141.5,4
"3178",149000,44.6,2
"3179",1e+05,47,2
"3180",195000,60,2
"3181",220000,91,3
"3182",118500,32.4,1
"3183",260000,130,3
"3184",155000,45.1,2
"3185",266640,86.5,3
"3186",285000,86.7,4
"3187",242097,77.8,2
"3188",2e+05,62,2
"3189",2e+05,73.2,3
"3190",280000,96,4
"3191",210000,67.5,2
"3192",165000,57.5,2
"3193",150000,41,2
"3194",180000,103.9,3
"3195",1e+05,57,2
"3196",130000,104,3
"3197",118500,32.4,1
"3198",299000,104.1,3
"3199",160000,50,1
"3200",250000,78,2
"3201",235000,72.8,2
"3202",240000,83,3
"3203",240000,96,3
"3204",199500,89.9,2
"3205",170000,70,2
"3206",240000,77.7,2
"3207",222000,85.4,3
"3208",350000,130,5
"3209",170000,50,2
"3210",210000,60,3
"3211",199000,57,2
"3212",263000,94,4
"3213",180000,78.6,2
"3214",360000,162.3,4
"3215",2e+05,82.8,3
"3216",170000,38.2,2
"3217",150000,58,2
"3218",210000,86,2
"3219",245000,79,3
"3220",340000,92.5,3
"3221",270000,109,3
"3222",250000,89,3
"3223",210000,64.3,2
"3224",230000,64.6,2
"3225",226000,99.3,3
"3226",163000,76.9,2
"3227",330000,120,4
"3228",199000,61.6,2
"3229",2e+05,75,2
"3230",275000,112.4,3
"3231",278000,97.9,3
"3232",220000,59.1,2
"3233",250000,85.9,3
"3234",120000,28.8,1
"3235",280000,90,4
"3236",250000,78.5,2
"3237",150000,25,1
"3238",170000,99,3
"3239",186554,105.8,4
"3240",197573,121.1,4
"3241",240000,68.5,3
"3242",210000,71,2
"3243",380000,202.3,4
"3244",2e+05,102,3
"3245",163640,57.7,2
"3246",250000,85.8,3
"3247",130000,55,2
"3248",245000,78,3
"3249",230000,88.4,3
"3250",172792,67.5,2
"3251",170000,100,3
"3252",278595,98,2
"3253",170000,66.1,2
"3254",250000,86.3,3
"3255",170000,98,3
"3256",215000,55,3
"3257",137000,68.7,2
"3258",168340,74,2
"3259",150000,68,2
"3260",140000,45,1
"3261",226000,63.4,2
"3262",309446,120.9,4
"3263",230000,79.4,3
"3264",213000,93.1,4
"3265",163640,58.9,2
"3266",130000,56,2
"3267",240000,107.6,3
"3268",224078,89,2
"3269",270000,96,3
"3270",165000,88,3
"3271",250000,67,2
"3272",150000,45,2
"3273",170000,26,1
"3274",165000,85,3
"3275",250000,70,2
"3276",163000,79.5,2
"3277",119000,67.5,3
"3278",350000,154.2,4
"3279",160945,39.1,1
"3280",240000,100.7,2
"3281",240000,66.4,3
"3282",2e+05,81,3
"3283",147500,33.9,1
"3284",114500,34.2,1
"3285",204438,60,2
"3286",274000,108,3
"3287",250000,104.2,4
"3288",150000,61.8,2
"3289",215000,70,2
"3290",250000,138,4
"3291",230000,106.7,3
"3292",2e+05,53,2
"3293",240000,75,3
"3294",80000,76.8,3
"3295",163640,58.9,2
"3296",172312,80.2,3
"3297",175000,60,3
"3298",260000,56,2
"3299",260000,97.4,4
"3300",260000,71.5,3
"3301",285000,119,4
"3302",290000,79.1,3
"3303",2e+05,63.7,2
"3304",90000,70,3
"3305",240000,86,3
"3306",255000,82,3
"3307",170000,50.9,1
"3308",280000,99,3
"3309",235000,75,3
"3310",274000,90.7,3
"3311",2e+05,82.5,3
"3312",225000,70.5,3
"3313",230000,81.7,2
"3314",188000,41.1,2
"3315",190000,47,2
"3316",195490,80,3
"3317",385000,90,4
"3318",280000,119.7,4
"3319",199000,134.3,4
"3320",220000,80.1,3
"3321",270000,71.1,3
"3322",170000,53.3,2
"3323",280000,113.2,3
"3324",180000,74.6,2
"3325",190000,74,3
"3326",258000,94.1,4
"3327",2e+05,73.7,2
"3328",150000,26.7,1
"3329",225000,51.4,2
"3330",215000,71.8,3
"3331",250000,97.8,3
"3332",114500,32.4,1
"3333",143000,34.1,1
"3334",282000,117.4,4
"3335",232404,82,3
"3336",262000,73.7,3
"3337",165000,60,1
"3338",180000,49.4,2
"3339",270000,82.8,4
"3340",220000,48.2,2
"3341",180000,65,2
"3342",228000,85.7,3
"3343",212000,63.5,3
"3344",2e+05,30,1
"3345",140000,60.5,2
"3346",210000,71.8,2
"3347",270000,67,4
"3348",240000,86.5,3
"3349",245000,80,3
"3350",151000,31.8,1
"3351",230000,78,3
"3352",235000,61.7,2
"3353",150000,60,1
"3354",280000,98.3,4
"3355",230000,93.5,2
"3356",135000,45,2
"3357",199500,89.9,2
"3358",220000,38.8,2
"3359",215000,106,3
"3360",210000,56.2,2
"3361",210000,61.8,2
"3362",275000,104,3
"3363",190000,61.5,3
"3364",240000,103,3
"3365",2e+05,51.2,2
"3366",180000,45.9,2
"3367",295000,113.4,3
"3368",228000,78.8,3
"3369",2e+05,70.2,3
"3370",165000,37,2
"3371",370000,81.4,4
"3372",210000,75.1,2
"3373",255000,95.8,3
"3374",240000,85.9,3
"3375",140000,23,1
"3376",210000,51.8,2
"3377",240000,84,3
"3378",170000,30,1
"3379",144000,44.1,2
"3380",210000,86.7,2
"3381",270000,96,3
"3382",2e+05,50.2,2
"3383",280000,136.3,4
"3384",120000,28.8,1
"3385",3e+05,113.2,6
"3386",190000,59.6,2
"3387",232600,105.2,5
"3388",2e+05,77,3
"3389",139000,44.8,1
"3390",220000,68.7,2
"3391",230000,62.3,3
"3392",190000,79.2,2
"3393",190000,76.1,4
"3394",250000,58,3
"3395",265768,77.3,3
"3396",185000,41.1,2
"3397",230000,50,2
"3398",185000,64.3,2
"3399",160000,45,2
"3400",250000,100.8,4
"3401",209000,59,2
"3402",2e+05,46.7,2
"3403",180000,58,2
"3404",235000,79,3
"3405",190000,55,2
"3406",220000,56,2
"3407",145000,40,2
"3408",265000,70,3
"3409",110000,66.4,2
"3410",207907,88.8,4
"3411",220000,67.1,3
"3412",2e+05,70,2
"3413",160000,75,2
"3414",120000,50,2
"3415",280000,121.2,3
"3416",170000,85,3
"3417",266155,77.4,3
"3418",160000,76.2,2
"3419",240000,45.8,2
"3420",230000,94.4,3
"3421",180000,50,2
"3422",220000,90,3
"3423",230738,59,3
"3424",125000,30.5,2
"3425",180000,55,2
"3426",259190,85.1,3
"3427",235000,80.8,3
"3428",130000,37,1
"3429",270000,120.9,5
"3430",259000,97,4
"3431",230000,96.7,3
"3432",419000,182.5,5
"3433",205000,50,2
"3434",265000,50,3
"3435",320000,120,6
"3436",4e+05,160.6,5
"3437",180000,82.2,4
"3438",190000,78.7,3
"3439",299289,106,4
"3440",189000,107.1,3
"3441",240000,70,3
"3442",180000,95.6,4
"3443",220000,90,3
"3444",245000,121.7,5
"3445",139000,41.3,2
"3446",140000,38,1
"3447",160000,61.7,2
"3448",205000,80.8,3
"3449",260000,101,4
"3450",195000,63,2
"3451",275000,95,3
"3452",505000,243.5,5
"3453",215000,67,2
"3454",140000,35,2
"3455",170000,109.9,4
"3456",235000,49.7,2
"3457",270000,106.4,4
"3458",220000,82,3
"3459",130000,48,2
"3460",210000,70.5,4
"3461",214500,108,4
"3462",2e+05,77.3,2
"3463",194478,124,3
"3464",160000,37,2
"3465",260000,80,3
"3466",220000,85.3,4
"3467",105000,20.2,1
"3468",140000,55.3,2
"3469",210000,115.6,4
"3470",150000,39.3,3
"3471",130000,50,2
"3472",120000,74.4,1
"3473",249500,123.8,5
"3474",210000,54,2
"3475",250000,72,3
"3476",185000,92.3,3
"3477",1e+05,30,1
"3478",175000,53.7,3
"3479",160000,42.9,2
"3480",2e+05,49.1,2
"3481",280000,97.3,3
"3482",160000,55.7,2
"3483",260000,76.9,2
"3484",270000,83,3
"3485",220000,58.4,2
"3486",180000,66.8,3
"3487",180000,55,2
"3488",175000,72.9,2
"3489",162000,70,2
"3490",201000,134.3,4
"3491",190000,50.9,2
"3492",150000,32.2,1
"3493",97700,65,2
"3494",240000,60,3
