"","verd","staerd","fj_herb"
"5780",220000,100.5,4
"5781",167050,69,3
"5782",122575,52.7,2
"5783",3e+05,98.3,4
"5784",216220,88.4,4
"5785",157000,60,2
"5786",137600,51.8,2
"5787",162295,63.8,2
"5788",225000,78.3,3
"5789",180000,55,2
"5790",170000,91.5,3
"5791",134550,49.3,2
"5792",158000,57.8,2
"5793",151589,70.4,2
"5794",138220,49.2,2
"5795",147340,51,2
"5796",134300,49.2,2
"5797",235500,124.1,4
"5798",226500,93.2,3
"5799",232700,91.1,4
"5800",165880,69.2,3
"5801",134300,49.2,2
"5802",230000,58.1,2
"5803",250000,73.3,2
"5804",248000,121,5
"5805",134550,49.3,2
"5806",109326,42.2,2
"5807",134300,49.2,2
"5808",140540,51,2
"5809",195000,105.9,3
"5810",310000,104,3
"5811",165880,69.2,3
"5812",148487,57.8,2
"5813",2e+05,93,3
"5814",259000,75.1,2
"5815",157500,34.1,1
"5816",134300,49.2,2
"5817",245000,85,2
"5818",295000,102.2,3
"5819",154000,57.8,2
"5820",190000,56.2,2
"5821",134300,49.2,2
"5822",253117,90,3
"5823",150000,90.8,3
"5824",122000,32.4,1
"5825",249000,125,5
"5826",220330,88.4,4
"5827",175040,68.9,3
"5828",141900,51,2
"5829",181193,70.2,3
"5830",172490,69.2,3
"5831",2e+05,110,5
"5832",270000,110,3
"5833",138220,49.2,2
"5834",167050,69,3
"5835",240000,120,5
"5836",270000,80,2
"5837",195000,40,1
"5838",90000,21.5,2
"5839",166800,68.9,3
"5840",166800,68.9,3
"5841",251226,106.1,4
"5842",167050,69,3
"5843",189710,78,3
"5844",133680,51.8,2
"5845",2e+05,103,4
"5846",275000,133,4
"5847",169106,45.8,2
"5848",140000,32,1
"5849",260000,111,5
"5850",205000,84.9,3
"5851",294000,99.3,3
"5852",230000,65.8,3
"5853",250000,97.7,3
"5854",150000,50,2
"5855",224500,89.9,3
"5856",224980,95.2,4
"5857",210000,89.5,3
"5858",136300,51.8,2
"5859",240000,72.2,3
"5860",250000,74,4
"5861",122500,32.4,1
"5862",195000,103.9,3
"5863",254530,109.7,5
"5864",307959,102.2,3
"5865",245000,99.1,5
"5866",120000,33.5,1
"5867",250000,92.5,3
"5868",227110,95.2,4
"5869",222840,95.2,4
"5870",136300,51.8,2
"5871",250000,81,3
"5872",130000,33,1
"5873",240000,106,4
"5874",128560,51.4,2
"5875",235000,134.3,4
"5876",133680,51.8,2
"5877",120000,32.4,1
"5878",130060,52,2
"5879",250000,75.1,2
"5880",122000,33.9,1
"5881",280000,125,4
"5882",210000,94,3
"5883",2e+05,74.9,2
"5884",179040,73.6,3
"5885",146500,34.1,1
"5886",122000,33.5,1
"5887",249740,109.7,5
"5888",193000,134,4
"5889",265000,61.1,3
"5890",130000,60,2
"5891",209120,92.9,4
"5892",277000,85.1,2
"5893",213300,92.9,4
"5894",180000,102,2
"5895",220000,68,3
"5896",310000,116,4
"5897",217495,140.1,4
"5898",195000,45.2,2
"5899",315000,111.5,4
"5900",218000,89.9,2
"5901",280000,86.6,3
"5902",211500,89.9,2
"5903",134300,49.2,2
"5904",238436,98,4
"5905",180000,59.2,2
"5906",250000,70,3
"5907",210000,55,2
"5908",170000,31.9,1
"5909",150000,35.4,1
"5910",157000,60,2
"5911",152400,40,1
"5912",195000,73,2
"5913",358400,121,4
"5914",295000,104.4,4
"5915",249740,109.7,5
"5916",180000,67.9,3
"5917",160000,80,3
"5918",120000,32.4,1
"5919",325000,110,3
"5920",149000,35,1
"5921",220000,93,3
"5922",120000,32.4,1
"5923",220000,64.3,2
"5924",134550,49.3,2
"5925",245000,45.5,2
"5926",271469,123.8,4
"5927",272000,83.7,3
"5928",157000,60,2
"5929",280000,73.8,3
"5930",2e+05,51,1
"5931",120000,120,4
"5932",239000,61,2
"5933",230000,56,2
"5934",250000,75,3
"5935",220000,91.3,2
"5936",290000,101,3
"5937",260000,111.6,4
"5938",209000,40.4,1
"5939",3e+05,112.7,2
"5940",135000,30,1
"5941",190000,66.1,2
"5942",170000,42,1
"5943",270000,71.8,3
"5944",2e+05,82,3
"5945",316000,152.8,4
"5946",140000,28,1
"5947",210000,90,3
"5948",160000,78.4,3
"5949",203155,86.7,3
"5950",225000,68.4,3
"5951",240000,141.4,4
"5952",2e+05,51.9,2
"5953",280000,90,4
"5954",260000,110,5
"5955",190000,59.1,2
"5956",103500,35,2
"5957",171000,59.8,2
"5958",250000,70,3
"5959",270000,97,4
"5960",230000,67.5,2
"5961",230000,71.7,3
"5962",270000,100.5,3
"5963",262385,93.9,3
"5964",190000,55.9,2
"5965",2e+05,29,2
"5966",255000,119.3,4
"5967",210000,67,2
"5968",112000,36,1
"5969",375000,146.3,6
"5970",235000,89,3
"5971",220000,95,4
"5972",283735,88,3
"5973",270000,97,3
"5974",150000,55,2
"5975",235000,96,4
"5976",1e+05,55.4,2
"5977",237612,80.8,3
"5978",195000,39.6,2
"5979",215000,74.5,3
"5980",251560,110.5,5
"5981",186000,47,1
"5982",220000,55,2
"5983",221440,93.7,4
"5984",1e+05,54,2
"5985",195000,62.4,2
"5986",2e+05,65,3
"5987",260000,70,3
"5988",330710,121,3
"5989",1e+05,79,3
"5990",195000,39.6,2
"5991",280000,70,3
"5992",220000,100,4
"5993",221440,93.7,4
"5994",150000,92.5,3
"5995",171881,45,2
"5996",210000,61.7,2
"5997",170000,55,2
"5998",275000,94.5,3
"5999",230000,64.4,3
"6000",221440,93.7,4
"6001",250000,94.4,4
"6002",284258,98,2
"6003",280000,70,3
"6004",272240,124,6
"6005",235000,67.1,2
"6006",165880,69.2,3
"6007",260000,74,3
"6008",350000,157,4
"6009",227439,53.8,2
"6010",175300,69,3
"6011",199207,103.9,4
"6012",190000,62.7,2
"6013",255700,92.8,4
"6014",210000,53,2
"6015",147836,66.3,2
"6016",350000,96,4
"6017",245000,85.8,3
"6018",85000,28.92,1
"6019",85000,28.92,1
"6020",270000,108.8,3
"6021",335000,94,4
"6022",265000,74.9,2
"6023",275000,110.1,4
"6024",3e+05,104.6,4
"6025",180000,85,2
"6026",260000,94.7,4
"6027",146500,34,2
"6028",180000,67.1,2
"6029",240000,91,3
"6030",2e+05,39.7,2
"6031",180000,45,2
"6032",275000,97,4
"6033",158000,57,2
"6034",162000,61.3,2
"6035",180000,61.3,2
"6036",310000,80.6,4
"6037",260000,98.3,4
"6038",225000,80.8,3
"6039",220000,90.8,3
"6040",225000,63.6,2
"6041",3e+05,117,4
"6042",2e+05,60,2
"6043",270000,110,3
"6044",260000,68.7,3
"6045",213348,56.7,3
"6046",250000,91.5,3
"6047",185000,32.8,1
"6048",280000,81.3,3
"6049",225000,94,3
"6050",350000,90,4
"6051",220000,60,2
"6052",270000,95.7,2
"6053",220000,64.5,2
"6054",170000,55,2
"6055",245000,63.6,2
"6056",280000,123,4
"6057",190000,47,2
"6058",190000,35,2
"6059",230000,59,2
"6060",227000,92.3,3
"6061",2e+05,69.1,2
"6062",130000,28,1
"6063",232761,118.3,3
"6064",247771,68.9,2
"6065",210000,81.5,2
"6066",1e+05,101,2
"6067",290000,126.9,4
"6068",330000,91.7,3
"6069",250000,102,3
"6070",122000,34.2,1
"6071",270000,97.7,3
"6072",270000,101.3,4
"6073",240000,99.6,3
"6074",207694,98,4
"6075",102000,70.1,2
"6076",269758,78.1,3
"6077",220000,62.1,2
"6078",150000,40,1
"6079",260000,70,3
"6080",225000,65,3
"6081",175000,52.6,2
"6082",120000,33.9,1
"6083",190000,62.8,2
"6084",210000,91.5,4
"6085",250000,63,2
"6086",2e+05,65,3
