id;ID2;hopur;stard_sk;Strf_ald;stadsetn;Hof_land;Ladhl;sp_a10;sp_b13;sp_b14;sp_a01;sp_c04;sp_b01;sp_b02;sp_b03;sp_b04;sp_a02;sp_a03;sp_a04;sp_a05;sp_a06;sp_a07;sp_a08;sp_a09;sp_b05;sp_b06;sp_b07;sp_b08;sp_b09;sp_b10;sp_b11;sp_b12;sp_c01;sp_c02;sp_c03;nmiss;Nmiss_f
102653;2653;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;1;1;1;3;0
102654;2654;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;3;0
102655;2655;1;31;-999;1;1;1;-999;-999;-999;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;3;0
102656;2656;1;21;-999;8;2;8;-999;-999;-999;1;1;-999;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;4;1
102657;2657;1;31;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102658;2658;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102659;2659;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
102660;2660;1;21;-999;6;2;6;-999;-999;-999;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;3;0
102661;2661;1;21;-999;9;2;8;-999;-999;-999;-999;-999;-999;-999;1;1;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;25;22
102662;2662;1;21;-999;6;2;6;-999;-999;-999;0;0;-999;1;1;1;0;0;1;0;0;-999;0;1;1;0;0;1;1;1;1;0;1;1;1;5;2
102663;2663;1;31;-999;6;2;6;-999;-999;-999;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;3;0
102664;2664;1;31;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
102665;2665;1;31;-999;6;2;6;-999;-999;-999;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;3;0
102666;2666;1;31;-999;6;2;6;-999;-999;-999;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102667;2667;1;51;-999;8;2;8;-999;-999;-999;-999;1;1;1;1;0;-999;-999;1;-999;1;-999;-999;-999;1;1;-999;1;1;-999;0;1;1;1;-999;13;10
102668;2668;1;31;-999;8;2;8;-999;-999;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;26;23
102669;2669;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;3;0
102670;2670;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;-999;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102671;2671;1;21;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;3;0
102672;2672;1;51;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
102673;2673;1;21;-999;1;1;1;-999;-999;-999;-999;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;4;1
102674;2674;1;51;-999;8;2;8;-999;-999;-999;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;3;0
102675;2675;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;-999;5;2
102676;2676;1;1;-999;6;2;6;-999;-999;-999;1;1;-999;1;1;1;1;1;-999;0;1;1;1;-999;-999;1;1;1;1;0;1;1;-999;1;1;8;5
102677;2677;1;31;-999;9;2;8;-999;-999;-999;1;-999;-999;-999;1;-999;-999;-999;-999;0;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;24;21
102678;2678;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102679;2679;1;11;-999;6;2;6;-999;-999;-999;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;3;0
102680;2680;1;51;-999;1;1;1;-999;-999;-999;0;-999;1;1;1;1;0;0;1;0;1;-999;0;1;0;1;1;0;-999;0;0;1;1;-999;1;7;4
102681;2681;1;1;-999;6;2;6;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;3;0
102682;2682;1;1;-999;6;2;6;-999;-999;-999;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;3;0
102683;2683;1;51;-999;8;2;8;-999;-999;-999;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;3;0
102684;2684;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102685;2685;1;11;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
102686;2686;1;31;-999;1;1;1;-999;-999;-999;-999;1;1;-999;1;1;-999;1;1;-999;1;1;1;1;1;1;1;1;1;1;-999;1;1;1;1;8;5
102687;2687;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;3;0
102688;2688;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102689;2689;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
102690;2690;1;11;-999;6;2;6;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102691;2691;1;21;-999;8;2;8;-999;-999;-999;0;0;0;1;1;1;0;1;1;-999;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;4;1
102692;2692;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;-999;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102693;2693;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;3;0
102694;2694;1;21;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;-999;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4;1
102695;2695;1;1;-999;5;2;3;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102696;2696;1;51;-999;6;2;6;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;28;25
102697;2697;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;3;0
102698;2698;1;11;-999;6;2;6;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;-999;0;1;1;1;0;1;1;1;1;-999;5;2
102699;2699;1;31;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
102700;2700;1;1;-999;6;2;6;-999;-999;-999;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;3;0
102701;2701;1;1;-999;6;2;6;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;3;0
102702;2702;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;0;-999;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102703;2703;1;31;-999;6;2;6;-999;-999;-999;0;1;0;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;3;0
102704;2704;1;21;-999;6;2;6;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;3;0
102705;2705;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;3;0
102706;2706;1;21;-999;6;2;6;-999;-999;-999;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;3;0
102707;2707;1;21;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;3;0
102708;2708;1;11;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;3;0
102709;2709;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102710;2710;1;21;-999;1;1;1;-999;-999;-999;0;1;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102711;2711;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;3;0
102712;2712;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102713;2713;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102714;2714;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102715;2715;1;31;-999;9;2;8;-999;-999;-999;0;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;-999;0;0;1;0;4;1
102716;2716;1;1;-999;6;2;6;-999;-999;-999;1;1;1;1;1;-999;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;4;1
102717;2717;1;31;-999;8;2;8;-999;-999;-999;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102718;2718;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102719;2719;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102720;2720;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;0;0;1;-999;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102721;2721;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102722;2722;1;21;-999;8;2;8;-999;-999;-999;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;3;0
102723;2723;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;3;0
102724;2724;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;0;3;0
102725;2725;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102726;2726;1;51;-999;8;2;8;-999;-999;-999;0;0;1;1;1;0;0;0;0;0;1;0;0;-999;0;1;1;1;0;1;0;1;1;0;0;4;1
102727;2727;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;3;0
102728;2728;1;51;-999;8;2;8;-999;-999;-999;0;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;3;0
102729;2729;1;21;-999;6;2;6;-999;-999;-999;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;1;3;0
102730;2730;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102731;2731;1;11;-999;8;2;8;-999;-999;-999;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;3;0
102732;2732;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;3;0
102733;2733;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102734;2734;1;11;-999;8;2;8;-999;-999;-999;0;0;1;0;1;1;0;0;1;0;1;1;1;1;-999;1;1;1;1;1;0;0;1;1;1;4;1
102735;2735;1;51;-999;8;2;8;-999;-999;-999;0;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;3;0
102736;2736;1;11;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102737;2737;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102738;2738;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102739;2739;1;21;-999;8;2;8;-999;-999;-999;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;3;0
102740;2740;1;11;-999;8;2;8;-999;-999;-999;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102741;2741;1;51;-999;8;2;8;-999;-999;-999;0;1;1;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;3;0
102742;2742;1;31;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
102743;2743;1;31;-999;8;2;8;-999;-999;-999;0;0;0;1;1;1;0;1;1;0;0;0;0;0;-999;0;0;1;1;-999;0;1;1;1;0;5;2
102744;2744;1;11;-999;8;2;8;-999;-999;-999;0;1;0;0;1;0;-999;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;4;1
102745;2745;1;31;-999;8;2;8;-999;-999;-999;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;3;0
102746;2746;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;-999;-999;1;1;1;1;1;1;1;-999;1;6;3
102747;2747;1;-999;-999;8;2;8;-999;-999;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;26;23
102748;2748;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;3;0
102749;2749;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102750;2750;1;21;-999;8;2;8;-999;-999;-999;0;0;0;0;1;1;0;1;1;0;1;0;0;1;1;1;1;0;1;0;1;1;1;0;1;3;0
102751;2751;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;-999;1;0;1;0;1;0;4;1
102752;2752;1;11;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102753;2753;1;51;-999;8;2;8;-999;-999;-999;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;3;0
102754;2754;1;31;-999;8;2;8;-999;-999;-999;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102755;2755;1;31;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;3;0
102756;2756;1;31;-999;9;2;8;-999;-999;-999;-999;1;1;1;1;1;-999;-999;1;0;1;-999;1;1;1;1;1;1;1;-999;1;1;1;1;1;8;5
102757;2757;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102758;2758;1;51;-999;8;2;8;-999;-999;-999;0;1;-999;1;1;1;0;-999;1;-999;1;1;1;1;1;0;-999;1;1;1;1;1;1;0;0;7;4
102759;2759;1;51;-999;8;2;8;-999;-999;-999;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;3;0
102760;2760;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;-999;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;4;1
102761;2761;1;51;-999;8;2;8;-999;-999;-999;0;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;3;0
102762;2762;1;31;-999;1;1;1;-999;-999;-999;0;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;3;0
102763;2763;1;51;-999;8;2;8;-999;-999;-999;-999;1;0;0;1;1;0;-999;1;-999;1;-999;-999;1;1;1;1;1;0;1;1;1;1;1;0;8;5
102764;2764;1;1;-999;6;2;6;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102765;2765;1;21;-999;8;2;8;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;3;0
102766;2766;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;-999;1;1;4;1
102767;2767;1;31;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;3;0
102768;2768;1;51;-999;8;2;8;-999;-999;-999;0;1;-999;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;4;1
102769;2769;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;0;-999;1;1;1;0;0;1;0;1;1;1;1;1;4;1
102770;2770;1;51;-999;8;2;8;-999;-999;-999;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;3;0
102771;2771;1;31;-999;1;1;1;-999;-999;-999;-999;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102772;2772;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102773;2773;1;21;-999;3;2;3;-999;-999;-999;-999;1;1;1;1;1;1;1;1;0;1;-999;-999;-999;-999;-999;1;1;1;1;-999;1;0;1;0;10;7
102774;2774;1;31;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102775;2775;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;0;0;-999;1;1;1;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;6;3
102776;2776;1;31;-999;9;2;8;-999;-999;-999;0;0;0;1;1;1;0;-999;1;0;1;-999;-999;1;1;0;0;1;1;0;0;0;1;1;1;6;3
102777;2777;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;1;3;0
102778;2778;1;1;-999;4;2;3;-999;-999;-999;0;1;0;1;1;1;0;-999;0;0;0;1;0;0;1;0;1;1;1;0;1;1;1;1;0;4;1
102779;2779;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102780;2780;1;31;-999;8;2;8;-999;-999;-999;1;-999;-999;-999;1;-999;1;1;1;1;1;1;1;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;18;15
102781;2781;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102782;2782;1;51;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;3;0
102783;2783;1;31;-999;1;1;1;-999;-999;-999;-999;1;0;1;1;1;0;-999;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;5;2
102784;2784;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102785;2785;1;11;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;3;0
102786;2786;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;3;0
102787;2787;1;21;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;0;1;0;3;0
102788;2788;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;3;0
102789;2789;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;-999;1;1;0;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;7;4
102790;2790;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102791;2791;1;51;-999;1;1;1;-999;-999;-999;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;3;0
102792;2792;1;51;-999;1;1;1;-999;-999;-999;0;-999;-999;1;1;1;0;-999;1;0;1;-999;-999;-999;0;-999;1;-999;1;1;1;-999;1;1;-999;13;10
102793;2793;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102794;2794;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102795;2795;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102796;2796;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102797;2797;1;51;-999;1;1;1;-999;-999;-999;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0
102798;2798;1;51;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102799;2799;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;0;3;0
102800;2800;1;51;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102801;2801;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3;0
102802;2802;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102803;2803;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102804;2804;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102805;2805;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;3;0
102806;2806;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;3;0
102807;2807;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;3;0
102808;2808;1;31;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;3;0
102809;2809;1;21;-999;1;1;1;-999;-999;-999;1;0;0;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;3;0
102810;2810;1;11;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102811;2811;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;1;1;1;1;-999;1;1;1;4;1
102812;2812;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
102813;2813;1;31;-999;1;1;1;-999;-999;-999;0;-999;1;1;1;1;0;0;0;0;0;0;0;1;1;-999;1;0;1;0;0;1;-999;1;-999;7;4
102814;2814;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102815;2815;1;31;-999;1;1;1;-999;-999;-999;-999;1;1;0;1;-999;0;0;-999;0;1;-999;-999;1;-999;1;1;0;1;0;-999;1;1;-999;1;11;8
102816;2816;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;-999;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
102817;2817;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;3;0
